,actors,number_of_movies,average_revenue,average_revenue (shifted)
20938,Theo Mayes,1,43101594.0,43101594
20939,Coleman McClary,1,43101594.0,43101594
20940,Jami Philbrick,1,43101594.0,43101594
20941,Misty Tamburelli,1,43101594.0,43101594
20942,Sean Welch,1,43101594.0,43101594
20943,Lisa Kudrow,17,112841636.6,1918307822
20944,Russell Sams,1,2466444.0,2466444
20945,Scoot McNairy,14,146096198.1,2045346773
20946,Joleigh Fioravanti,2,1259524.0,2519048
20947,Kim Marriner,1,2466444.0,2466444
20948,Christopher Evan Welch,7,42601487.14,298210410
20949,Chris Messina,12,74485436.25,893825235
20950,Julio Perilln,2,48804326.0,97608652
20951,Juan Queseda,1,96408652.0,96408652
20952,Ricard Salom,1,96408652.0,96408652
20953,Maurice Sonnenberg,3,97097039.33,291291118
20954,Manel Barcel,1,96408652.0,96408652
20955,Josep Maria Domnech,1,96408652.0,96408652
20956,Emilio de Benito,1,96408652.0,96408652
20957,Jaume Montan,1,96408652.0,96408652
20958,Lloll Bertran,1,96408652.0,96408652
20959,Joel Joan,1,96408652.0,96408652
20960,Silvia Sabat,1,96408652.0,96408652
20961,Pablo Schreiber,5,55080159.0,275400795
20962,Abel Folk,1,96408652.0,96408652
20963,Steve Kanaly,2,7400000.0,14800000
20964,Jessie Lee Fulton,2,20966500.0,41933000
20965,A.L. Camp,1,12800000.0,12800000
20966,Michael Sacks,1,12800000.0,12800000
20967,Harrison Zanuck,1,12800000.0,12800000
20968,Leon G. Thomas III,1,66122026.0,66122026
20969,Aaron Staton,1,66122026.0,66122026
20970,Jamia Simone Nash,1,66122026.0,66122026
20971,Becki Newton,1,66122026.0,66122026
20972,Bonnie McKee,1,66122026.0,66122026
20973,Michael Drayer,3,65355839.0,196067517
20974,Megan Gallagher,1,66122026.0,66122026
20975,Che Landon,2,41964797.5,83929595
20976,Jamie O'Keeffe,1,66122026.0,66122026
20977,Tyler McGuckin,1,66122026.0,66122026
20978,Anais Bonet,1,66122026.0,66122026
20979,Bilal Bishop,1,66122026.0,66122026
20980,Michael R. Hammonds II,1,66122026.0,66122026
20981,Timmy Mitchum,1,66122026.0,66122026
20982,Henry Caplan,1,66122026.0,66122026
20983,John Knox,2,50266633.0,100533266
20984,Victor Verhaeghe,3,207867022.7,623601068
20985,Darrie Lawrence,1,66122026.0,66122026
20986,Sean Haberle,1,66122026.0,66122026
20987,Jamal Joseph,1,66122026.0,66122026
20988,Robert Aberdeen,2,35111013.0,70222026
20989,Georgia Creighton,1,66122026.0,66122026
20990,Joshua Jaymz Doss,1,66122026.0,66122026
20991,Craig Johnson,4,35860865.0,143443460
20992,Jo Yang,3,30205365.33,90616096
20993,Logan Anderson,1,66122026.0,66122026
20994,Marc Alan Austen,1,66122026.0,66122026
20995,Justin Ellis-Johnson,1,66122026.0,66122026
20996,Matt Gorsky,1,66122026.0,66122026
20997,Ryan Hutchins,1,66122026.0,66122026
20998,David Kneeream,2,135930370.0,271860740
20999,Koo Hye-sun,1,66122026.0,66122026
21000,Deirdre Lorenz,1,66122026.0,66122026
21001,Lisa Maris,1,66122026.0,66122026
21002,Greg Nutcher,3,83958728.67,251876186
21003,Antone Pagn,1,66122026.0,66122026
21004,Vincent James Russo,1,66122026.0,66122026
21005,Christina Vinsick,1,66122026.0,66122026
21006,Omar Metwally,3,358852756.7,1076558270
21007,Moa Khouas,1,24748670.0,24748670
21008,Zineb Oukach,2,208374682.0,416749364
21009,Laila Mrabti,1,24748670.0,24748670
21010,Najib Oudghiri,1,24748670.0,24748670
21011,Reymonde Amsallem,1,24748670.0,24748670
21012,Trevor Baxter,1,57958696.0,57958696
21013,Peter Law,1,57958696.0,57958696
21014,Barbara Hershey,8,76529200.38,612233603
21015,Lloyd Nolan,3,73413281.67,220239845
21016,Lewis Black,5,197371683.6,986858418
21017,Rusty Magee,1,40084041.0,40084041
21018,Fred Melamed,7,67545022.14,472815155
21019,Leo Postrel,1,40084041.0,40084041
21020,Bobby Short,1,40084041.0,40084041
21021,Lamberto Maggiorani,1,361712.0,361712
21022,Enzo Staiola,1,361712.0,361712
21023,Lianella Carell,1,361712.0,361712
21024,Gino Saltamerenda,1,361712.0,361712
21025,Vittorio Antonucci,1,361712.0,361712
21026,Giulio Chiari,1,361712.0,361712
21027,Elena Altieri,1,361712.0,361712
21028,Carlo Jachino,1,361712.0,361712
21029,Michele Sakara,1,361712.0,361712
21030,Fausto Guerzoni,1,361712.0,361712
21031,Giulio Battiferri,1,361712.0,361712
21032,Checco Rissone,1,361712.0,361712
21033,Peppino Spadaro,1,361712.0,361712
21034,Nando Bruno,1,361712.0,361712
21035,Eolo Capritti,1,361712.0,361712
21036,Memmo Carotenuto,1,361712.0,361712
21037,Emma Druetti,1,361712.0,361712
21038,Umberto Spadaro,1,361712.0,361712
21039,Max Thieriot,9,63643902.67,572795124
21040,Jasper Polish,1,11130889.0,11130889
21041,Logan Polish,1,11130889.0,11130889
21042,Mark Polish,3,9283202.667,27849608
21043,Elise Eberle,1,11130889.0,11130889
21044,Kathleen Arc,2,24749899.0,49499798
21045,Lois Geary,2,13652633.0,27305266
21046,Forrest Fyre,3,32915703.0,98747109
21047,Kathy Lamkin,3,26542759.0,79628277
21048,Jenny Gabrielle,4,87993646.25,351974585
21049,Doris Hargrave,2,91365444.5,182730889
21050,Robert E. Fleischer,1,11130889.0,11130889
21051,Richard McClarkin,1,11130889.0,11130889
21052,Dianne Anderson Mathis,1,11130889.0,11130889
21053,Deborah Martinez,1,11130889.0,11130889
21054,Scarlett McAlister,2,22451031.5,44902063
21055,Esodie Geiger,5,194792560.2,973962801
21056,J.D. Garfield,1,11130889.0,11130889
21057,Olive Gallagher,1,11130889.0,11130889
21058,David House,5,86010038.2,430050191
21059,Brian McCallister,1,11130889.0,11130889
21060,Steve Cormier,1,11130889.0,11130889
21061,Benjamin Petry,2,40573554.5,81147109
21062,Robyn Reede,1,11130889.0,11130889
21063,Kevin Wiggins,6,76475826.33,458854958
21064,Mary Sue Evans,2,14365444.5,28730889
21065,Ida Darvish,2,115576074.0,231152148
21066,Eugene Nomura,2,8354704.0,16709408
21067,Vikrum Shah,1,11130889.0,11130889
21068,Yvans Jourdain,1,11130889.0,11130889
21069,Jennifer Chu,1,11130889.0,11130889
21070,Dallas Raines,2,19385458.5,38770917
21071,Roy Costley,1,11130889.0,11130889
21072,J. Michael Oliva,2,25296663.5,50593327
21073,Richard Gunn,2,5669738.5,11339477
21074,Joe Sols,1,11130889.0,11130889
21075,Mark DeLisle,1,11130889.0,11130889
21076,David Sullivan,4,68221797.25,272887189
21077,Robert Michael Lee,1,11130889.0,11130889
21078,Zhang Jingchu,2,470176186.0,940352372
21079,Nomie Lenoir,3,130666566.7,391999700
21080,Sarah Shahi,5,77231248.2,386156241
21081,Mia Tyler,1,258022233.0,258022233
21082,Ann Christine,2,183735735.0,367471470
21083,Roselyn Snchez,6,108396024.2,650376145
21084,Lisa LoCicero,1,347325802.0,347325802
21085,Meiling Melanon,2,403342678.5,806685357
21086,Cindy Lu,1,347325802.0,347325802
21087,Rio Alexander,2,77021018.0,154042036
21088,Pat Ricotti,1,70016220.0,70016220
21089,Shawn Howell,1,70016220.0,70016220
21090,Johnny Whitworth,5,93565667.8,467828339
21091,Ramon Frank,1,70016220.0,70016220
21092,Deryle J. Lujan,1,70016220.0,70016220
21093,James 'Scotty' Augare,1,70016220.0,70016220
21094,Brian Duffy,3,319868372.3,959605117
21095,Jason Rodriguez,1,70016220.0,70016220
21096,Chad Brummett,5,53027991.2,265139956
21097,Arron Shiver,7,62639596.14,438477173
21098,Sean Hennigan,2,54485909.0,108971818
21099,Girard Swan,1,70016220.0,70016220
21100,Christopher Berry,12,148718866.5,1784626398
21101,David Oliver,1,70016220.0,70016220
21102,Jason Henning,1,70016220.0,70016220
21103,Barbara Bartleson,1,70016220.0,70016220
21104,James Blackburn,3,48035230.33,144105691
21105,Brian Brown,2,247692229.0,495384458
21106,Harp Corrigan,1,70016220.0,70016220
21107,Hugh Elliot,1,70016220.0,70016220
21108,Darren Gibson,1,70016220.0,70016220
21109,KC King,1,70016220.0,70016220
21110,Melinda Kramer,1,70016220.0,70016220
21111,Brent Lambert,1,70016220.0,70016220
21112,Billy Lockwood,1,70016220.0,70016220
21113,J. Nathan Simmons,3,54620219.33,163860658
21114,Art Usher,1,70016220.0,70016220
21115,Robert Stephens,2,11869348.0,23738696
21116,Genevive Page,1,1500000.0,1500000
21117,Tamara Toumanova,2,7250000.0,14500000
21118,Irene Handl,1,1500000.0,1500000
21119,Mollie Maureen,2,21666673.5,43333347
21120,Stanley Holloway,2,36785365.5,73570731
21121,Catherine Lacey,1,1500000.0,1500000
21122,Michael Balfour,1,1500000.0,1500000
21123,James Copeland,1,1500000.0,1500000
21124,John Garrie,1,1500000.0,1500000
21125,Godfrey James,1,1500000.0,1500000
21126,Robert Cawdron,1,1500000.0,1500000
21127,Frank Thornton,1,1500000.0,1500000
21128,Paul Hansard,1,1500000.0,1500000
21129,George Benson,1,1500000.0,1500000
21130,Helena Kallianiotes,1,24854765.0,24854765
21131,Roger E. Mosley,2,40996742.0,81993484
21132,Ed Begley Jr.,16,36019645.56,576314329
21133,Kathleen Miller,1,24854765.0,24854765
21134,Richard Gilliland,2,19927382.5,39854765
21135,Mayf Nutter,1,24854765.0,24854765
21136,Rockmond Dunbar,1,15785148.0,15785148
21137,Angela Lindvall,1,15785148.0,15785148
21138,Indio Falconer Downey,1,15785148.0,15785148
21139,Duane Carnahan,1,15785148.0,15785148
21140,Ali Hillis,2,37095230.5,74190461
21141,Martha Hackett,3,39397758.67,118193276
21142,Bill McAdams Jr.,1,15785148.0,15785148
21143,Tanja Reichert,2,10393401.5,20786803
21144,Stephanie Pearson,1,15785148.0,15785148
21145,Judie Aronson,3,19755240.67,59265722
21146,Lela Edgar,1,15785148.0,15785148
21147,Peter Scolari,1,305875730.0,305875730
21148,Trent Ford,1,87754044.0,87754044
21149,James Wilby,1,87754044.0,87754044
21150,Frances Low,1,87754044.0,87754044
21151,Justine Waddell,3,11267485.33,33802456
21152,Nicholas Lea,3,75233239.67,225699719
21153,Rob LaBelle,7,64637203.29,452460423
21154,Damon Johnson,1,10289.0,10289
21155,Keegan Connor Tracy,3,60544371.0,181633113
21156,Natassia Malthe,7,76454172.0,535179204
21157,Ken Medlock,5,62077390.8,310386954
21158,Garvin Cross,2,16201168.0,32402336
21159,Iris Paluly,1,10289.0,10289
21160,Angelique Naude,1,10289.0,10289
21161,Dora Bryan,2,768886.5,1537773
21162,Mirella D'Angelo,1,670774.0,670774
21163,James Telfer,1,670774.0,670774
21164,Fabrizio Bentivoglio,2,3240052.0,6480104
21165,Jeffrey Dean Morgan,10,152373472.3,1523734723
21166,Roger Clinton,1,97838349.0,97838349
21167,Trevor Peacock,2,78679323.5,157358647
21168,Dylan Minnette,7,97186320.43,680304243
21169,Ethan Cutkosky,3,60361793.0,181085379
21170,Lisa Kaplan,1,38085778.0,38085778
21171,Rob Paulsen,5,111715234.2,558576171
21172,Kath Soucie,11,302170424.4,3323874668
21173,Oliver Cotton,5,249583842.4,1247919212
21174,Vincent Hammond,2,10348405.5,20696811
21175,Brent Jefferson Lowe,1,1531251.0,1531251
21176,Roger Sloman,1,1531251.0,1531251
21177,Sabine Karsenti,1,21400000.0,21400000
21178,Sylvain Landry,2,41290971.0,82581942
21179,Christopher Freeman,1,21400000.0,21400000
21180,Earl Pastko,1,21400000.0,21400000
21181,Andy Bradshaw,2,86446827.5,172893655
21182,Tait Ruppert,3,70424324.67,211272974
21183,Joseph F. Kosala,3,143703444.0,431110332
21184,Miguel Nino,4,121502280.3,486009121
21185,John Drummond,2,214542547.0,429085094
21186,Jane Lynch,22,193881365.3,4265390037
21187,Mark D. Espinoza,1,368875760.0,368875760
21188,Gene Barge,2,214542547.0,429085094
21189,Joe Guzaldo,1,368875760.0,368875760
21190,Nicholas Kusenko,2,214542547.0,429085094
21191,Joan Kohn,2,214542547.0,429085094
21192,Joe Guastaferro,3,160459692.0,481379076
21193,Thom Vernon,1,368875760.0,368875760
21194,Frank Ray Perilli,1,368875760.0,368875760
21195,Pancho Demmings,2,189387086.0,378774172
21196,Jim Wilkey,1,368875760.0,368875760
21197,Michael James,1,368875760.0,368875760
21198,Michael Skewes,2,214542547.0,429085094
21199,Cody Glenn,1,368875760.0,368875760
21200,Cynthia Baker,1,368875760.0,368875760
21201,Johnny Lee Davenport,4,158146639.5,632586558
21202,Tighe Barry,1,368875760.0,368875760
21203,Afram Bill Williams,2,214542547.0,429085094
21204,Noelle Bou-Sliman,2,214542547.0,429085094
21205,Greg Hollimon,1,368875760.0,368875760
21206,Ann Whitney,2,214542547.0,429085094
21207,Turk Muller,2,214542547.0,429085094
21208,Eugene F. Crededio,1,368875760.0,368875760
21209,Pam Zekman,2,214542547.0,429085094
21210,Dru Anne Carlson,1,368875760.0,368875760
21211,Kirsten Nelson,1,368875760.0,368875760
21212,Allen Hamilton,2,214542547.0,429085094
21213,Lester Holt,1,368875760.0,368875760
21214,Suzy Brack,1,368875760.0,368875760
21215,Darren W. Conrad,1,368875760.0,368875760
21216,Kevin Mukherji,1,368875760.0,368875760
21217,John-Clay Scott,1,368875760.0,368875760
21218,Peter Weller,8,75854986.25,606839890
21219,Felton Perry,5,94530551.4,472652757
21220,Robert DoQui,4,27630696.75,110522787
21221,Dan O'Herlihy,5,28973292.6,144866463
21222,Sage Parker,1,53000000.0,53000000
21223,Stephen Berrier,1,53000000.0,53000000
21224,Tyress Allen,1,53000000.0,53000000
21225,Yolanda Williams,1,53000000.0,53000000
21226,Gregory Poudevigne,1,53000000.0,53000000
21227,Fred Hice,1,53000000.0,53000000
21228,Rick Lieberman,1,53000000.0,53000000
21229,Calvin Jung,1,53000000.0,53000000
21230,Del Zamora,2,27650000.0,55300000
21231,Karen Radcliffe,1,53000000.0,53000000
21232,Bill Schockley,1,53000000.0,53000000
21233,Donna Keegan,1,53000000.0,53000000
21234,Marjorie Rynearson,1,53000000.0,53000000
21235,Jo Livingston,1,53000000.0,53000000
21236,Joan Pirkle,1,53000000.0,53000000
21237,Adrianne Sachs,1,53000000.0,53000000
21238,Maarten Goslins,1,53000000.0,53000000
21239,Angie Bolling,2,49340586.5,98681173
21240,Jason Levine,1,53000000.0,53000000
21241,S.D. Nemeth,2,31848105.0,63696210
21242,Michael Hunter,1,53000000.0,53000000
21243,Spencer Prokop,1,53000000.0,53000000
21244,L.J. King,1,53000000.0,53000000
21245,David Packer,1,53000000.0,53000000
21246,Leeza Gibbons,4,64421440.75,257685763
21247,Laird Stuart,2,41705591.5,83411183
21248,Edward Edwards,3,74727248.67,224181746
21249,Gabriel Damon,2,65071009.5,130142019
21250,Wanda De Jesus,4,36545358.5,146181434
21251,John Ingle,1,45681173.0,45681173
21252,John Hateley,2,26885231.5,53770463
21253,Gage Tarrant,1,45681173.0,45681173
21254,Tommy Rosales,1,45681173.0,45681173
21255,Michael Medeiros,2,26929871.0,53859742
21256,Clinton Austin Shirley,1,45681173.0,45681173
21257,Lily Chen,1,45681173.0,45681173
21258,Adam Faraizl,1,45681173.0,45681173
21259,Erik Cord,4,24772438.0,99089752
21260,Eric Glenn,1,45681173.0,45681173
21261,Stephen Lee,4,58491010.75,233964043
21262,Jo Perkins,1,45681173.0,45681173
21263,Richard Reyes,1,45681173.0,45681173
21264,John Doolittle,2,51197660.0,102395320
21265,Phil Rubenstein,2,44201184.5,88402369
21266,Ed Geldhart,1,45681173.0,45681173
21267,David Dwyer,4,62337979.25,249351917
21268,Justin Seidner,1,45681173.0,45681173
21269,Wayne De Hart,1,45681173.0,45681173
21270,Cynthia Mackey,1,45681173.0,45681173
21271,James McQueen,1,45681173.0,45681173
21272,Yogi Baird,1,45681173.0,45681173
21273,Jerry Nelson,3,34183050.0,102549150
21274,Michael Weller,1,45681173.0,45681173
21275,Woody Watson,1,45681173.0,45681173
21276,Rutherford Cravens,2,149057711.5,298115423
21277,Christopher Quinten,1,45681173.0,45681173
21278,Ken Learner,1,45681173.0,45681173
21279,Jeff McCarthy,1,45681173.0,45681173
21280,Charles Bailey,1,45681173.0,45681173
21281,Brandon Smith,6,60057638.33,360345830
21282,John Posey,2,9658569.5,19317139
21283,John Castle,2,11810073.0,23620146
21284,Remy Ryan,1,10696210.0,10696210
21285,Jeff Garlin,12,220499355.2,2645992262
21286,James Lorinz,3,58793208.67,176379626
21287,Jill Hennessy,4,27632883.75,110531535
21288,Curtis Taylor,2,43592549.5,87185099
21289,James Garner,8,62946614.25,503572914
21290,Barbara Babcock,2,133333986.0,266667972
21291,Jon Hamm,15,226585798.8,3398786982
21292,Toby Stephens,5,128117295.8,640586479
21293,Jerry Seinfeld,1,287594577.0,287594577
21294,Megan Mullally,9,121101582.8,1089914245
21295,Michael Richards,2,149590030.0,299180060
21296,David  Moses Pimentel,1,287594577.0,287594577
21297,Chuck Martin,1,287594577.0,287594577
21298,Brian Hopkins,4,465224390.0,1860897560
21299,Carl Kasell,1,287594577.0,287594577
21300,E.G. Daily,15,93026874.67,1395403120
21301,Mark Holton,4,48022801.75,192091207
21302,Judd Omen,1,40940662.0,40940662
21303,Irving Hellman,1,40940662.0,40940662
21304,Peter Looney,2,97483399.0,194966798
21305,Starletta DuPois,3,55181297.0,165543891
21306,Milton Berle,4,30385289.75,121541159
21307,Jan Hooks,2,29597038.5,59194077
21308,Morgan Fairchild,3,36796803.67,110390411
21309,Dee Snider,3,27600894.0,82802682
21310,Christopher Atkins,1,58853106.0,58853106
21311,Jeffrey Kleiser,1,58853106.0,58853106
21312,Gus Mercurio,3,27440127.67,82320383
21313,Elva Josephson,1,58853106.0,58853106
21314,Glenn Kohan,1,58853106.0,58853106
21315,Bradley Pryce,1,58853106.0,58853106
21316,Chad Timmerman,1,58853106.0,58853106
21317,Gert Jacoby,1,58853106.0,58853106
21318,Alex Hamilton,1,58853106.0,58853106
21319,Richard Evanson,1,58853106.0,58853106
21320,C.W. Mundy,1,28607524.0,28607524
21321,Fern Persons,1,28607524.0,28607524
21322,Michael O'Guinne,1,28607524.0,28607524
21323,Wil Dewitt,1,28607524.0,28607524
21324,John Robert Thompson,1,28607524.0,28607524
21325,Gloria Dorson,1,28607524.0,28607524
21326,Mike Dalzell,1,28607524.0,28607524
21327,Skip Welker,1,28607524.0,28607524
21328,Eric Gilliom,1,28607524.0,28607524
21329,Erica Gavin,2,23000000.0,46000000
21330,Garth Pillsbury,2,23000000.0,46000000
21331,Harrison Page,4,17958043.75,71832175
21332,Jon Evans,1,6000000.0,6000000
21333,Vincene Wallace,1,6000000.0,6000000
21334,Robert Aiken,1,6000000.0,6000000
21335,Michael Donovan O'Donnell,1,6000000.0,6000000
21336,Peter Carpenter,1,6000000.0,6000000
21337,Jackie Illman,1,6000000.0,6000000
21338,Russ Meyer,2,23000000.0,46000000
21339,Dolly Read,1,40000000.0,40000000
21340,Cynthia Myers,1,40000000.0,40000000
21341,Marcia McBroom,1,40000000.0,40000000
21342,John Lazar,1,40000000.0,40000000
21343,Michael Blodgett,1,40000000.0,40000000
21344,Edy Williams,1,40000000.0,40000000
21345,Phyllis Davis,1,40000000.0,40000000
21346,Duncan McLeod,2,223801453.0,447602906
21347,James Iglehart,1,40000000.0,40000000
21348,Princess Livingston,1,40000000.0,40000000
21349,Stan Ross,1,40000000.0,40000000
21350,Haji,1,40000000.0,40000000
21351,Karen Smith,1,40000000.0,40000000
21352,Sebastian Brook,1,40000000.0,40000000
21353,Coleman Francis,1,40000000.0,40000000
21354,Glen Hansard,1,20710513.0,20710513
21355,Markta Irglov,1,20710513.0,20710513
21356,Hugh Walsh,1,20710513.0,20710513
21357,Gerard Hendrick,1,20710513.0,20710513
21358,Alaistair Foley,1,20710513.0,20710513
21359,Geoff Minogue,1,20710513.0,20710513
21360,Bill Hodnett,1,20710513.0,20710513
21361,Danuse Ktrestova,1,20710513.0,20710513
21362,Darren Healy,1,20710513.0,20710513
21363,Marcella Plunkett,2,17167517.5,34335035
21364,Edith Evans,2,25200000.0,50400000
21365,Joan Greenwood,2,20050000.0,40100000
21366,Diane Cilento,2,24800000.0,49600000
21367,George Devine,1,37600000.0,37600000
21368,Freda Jackson,2,39346164.0,78692328
21369,Joyce Redman,1,37600000.0,37600000
21370,Michel MacLiammir,1,37600000.0,37600000
21371,Angela Baddeley,1,37600000.0,37600000
21372,Lila Kedrova,1,13000000.0,13000000
21373,Hansjrg Felmy,1,13000000.0,13000000
21374,Wolfgang Kieling,1,13000000.0,13000000
21375,Ludwig Donath,1,13000000.0,13000000
21376,Gisela Fischer,1,13000000.0,13000000
21377,Gnter Strack,1,13000000.0,13000000
21378,Carolyn Conwell,1,13000000.0,13000000
21379,Eva Longoria,6,16491953.83,98951723
21380,Clark Johnson,2,38982404.0,77964808
21381,Raoul Bhaneja,2,40710475.5,81420951
21382,Yanna McIntosh,1,77920346.0,77920346
21383,Simon Chuckster,1,15200000.0,15200000
21384,Hubert Scales,1,15200000.0,15200000
21385,John Dullaghan,2,8797615.5,17595231
21386,Rhetta Hughes,1,15200000.0,15200000
21387,Norman Fields,1,15200000.0,15200000
21388,Mikel Angel,1,15200000.0,15200000
21389,William Kirschner,1,15200000.0,15200000
21390,Chesley Noone,1,15200000.0,15200000
21391,Doris Roberts,3,52791901.33,158375704
21392,Cody Burger,1,71320000.0,71320000
21393,Ellen Hamilton Latzen,2,195732846.5,391465693
21394,Miriam Flynn,4,105813705.5,423254822
21395,Nicholas Guest,8,352325191.5,2818601532
21396,Natalija Nogulich,1,71320000.0,71320000
21397,Nicolette Scorsese,1,71320000.0,71320000
21398,Devin Bailey,1,71320000.0,71320000
21399,Keith MacKechnie,1,71320000.0,71320000
21400,Rachael Harris,17,144180584.6,2451069938
